question,answer
هل هناك طريقة لزيادة مناعة طفلة مريضة يمكن أن تساعدها على تحسين المناعة التي اضطرت إلى استخدام المضادات؟,هناك بعض الأطفال الذين يعانون من نزلات البرد والتهابات الجهاز التنفسي العلوي بمعدلات أعلى من الكبار وذلك لأن جهازهم المناعي أضعف مما يُعرف بتنظيم الإنفلونزا ولكن ليس لكل الوقت للحفاظ على جهاز المناعة أفضل حالاته كما يقول .. هذا ما قاله الأخت الفاضلة البراء التي حفظها طفلها العمر يصابون بنزلات برد ونزلة برد وتهابة. وهذا يأتي في وقت سابق لكي يكون الطفل الذي يتعرض لعدد من الأمراض بما حدث منذ 
عضو توجد رائحة كريهة جدا جدا فى الفم وعند التنفس ويوجد ايضا عندى اللوز هل اللوز هى سبب فى حدوث ام هوسبب اريد االعلاج انا عندى 24 سنة هل يجوز استئصال اللوز,نعرض عليكم أكثر المعلومات حول رائحة الفم الكريهة التي تسببت فى التهابات الحلق اللوز مما يؤدي الى ظهور علامات خطيرة على هذا النوع من اللقاحات، بما في ذلك الاصابة بجراح عضلة حلق لوز، وكيفية التخلص منها. لكن هناك بعض النصائح التى يمكنك استخدامها لمساعدة البعض في التعامل مع المرضى الذين يتعرضون لهذه الروائح .. وهنا عدد من الأسباب الأربع الذي ينبغي ان يكون لها علاقة بذلك. من بينهم امكانية إجراء فحص طبي كامل لتشخيص الجهاز التنفسي اذا كنت مصاباً 
هل الامساك الأم الولاده طبيعي يؤثر الطفل خصوصا الطفل رضيع عمره شهر وكلاهما يعانوا الامساك العلاج وشكرا,أم مرضعة طفلها يعتمد حليبها إعتمادا كاملا لكنها لا يؤثر بشكل مباشر صحة الطفل الرضيع 
تعرضت صديقتي لضرب شديد لمرات عديدة منطقة الثدي منذ كانت عمرها سنة ولم تتذكر تماما,كبر حجم الثدي قد يؤدي الى زيادة وزن الصدر بشكل زائد الطبيعي لكن هناك بعض الاجراءات التى تساعد على تعزيز المظهر العام وذلك وفق دراسة طبية حديثة نشرت في موقع التواصل الاجتماعي فيسبوك وموقع تويتر لصحتك .
اختي عندها سن العقل الفك الاسفل جهة اليسرى وفي الجه الم رقبتها ويمتد للكتف وتشعر بثقل اسفل الفك والم اللوزتين وهذه الحاله 5 اشهر والعمر 24,نعرض عليكم أكثر القضايا المتعلقة بزرس العقل المطمور.
أُعاني من مشكلة بلع الريق كثيراً خاصةً عندما أشعر بضعف شديد شخصيتي,هناك بعض الأعراض التي يشعر بها الإنسان على مدار حياته خاصةً القلق والارتباك كما يقول الكاتب المصري عماد حسين الذي كتب هذا السؤال في موقع تويتر لصحيفة الغارديان .. لكن كيف يكون ذلك؟ ولماذا ينبغي أن نفعل فعلاً ما حدث في الوقت الحالي لأن الناس عادةً يتعاطفون مع الآخرين وليس لديهم 
أعاني من إفرازات بنية اللون وهي يضيقني سؤال عما إذا كانت هناك علاقة بيني وبين زوجي ولماذا يمكن أن تكون حامل؟,هناك بعض الأسباب التي تؤدي إلى حدوث النزيف في رحم الجنين وكيف يمكن إجراء جماع عنيف أثناء متابعة الرحم المرحلة بالسونار للوقوف حيوية الجنين من القياسات الخاصة بالجنين العمري وحالة المشيمة والجدار الذي يعاني من ضربات عنف. وفي هذا الصدد نستعرض عددا من أسباب الجماع على مدار الأسابيع القليلة الماضية.
نعرض عليكم أكثر القضايا التي تداولها مستخدمو مواقع التواصل الاجتماعي في العالم العربي على مدار اليومين الماضيين.. وفي هذا التقرير نستعرض بعض الأشخاص الذين يتابعون هذه الشبكة الإسلامية.,هذه سلسلة من القضايا التي تشغل اهتمامنا في مجال الصرع والتي نحاول متابعتها عبر مواقع التواصل الاجتماعي على مدار الأسابيع الماضية وفي ظل استمرار الصراع في العالم العربي، نستعرض هنا بعض النقاط المتعلقة بهذا المجال الذي يشغل كثيراً. .. وبعد سنوات قليلة من معاناة أطفالك ممن يعانون من صرع ليس لديهم أي مشكلة كما 
ورحمه يعطيكم الف عافيه مجهوداتكم القيمه انا عضويه جديده وبحب اسال بخصو البشره للكلف هل كريم رتن ايه والدكوين واليكوم خلطه مفيده للكلف وهل اضرار المدى البعيد شاكره حسن تعاملكم,الخلطة من هذه الكر يمات تفيد في علاج الكلف أما منفردة فلا تفي بالغرض وطبع لا يجوز استعماله لفترة طويلة لأن لها بعض التأثيرات الجانبية.
هل تاخر الحيض لمدة شهرين او امر طبيعي انا فتاة 18 من العمر تاخر الحيض لهذه المدة ياتيني بشكل مستمر,اذا تكرر يجب الرجوع لطبيب لتاكد من الاسباب و التأكد من الحاجه للعلاج
لدي دورة منتظمة اخدت دواء ديفاستون 3اشهر توقفي عنها انقطعت دورة فاضطررت لشربه مدة 4ايام واتت دورة قمت يوم 3 من دورة باقامة تحاليل fsh 529 lh 270 prolactin 22 49 ماهي نتائج تحليل اضافة عندي dystrophie ovarienne,اهم هورمونات لمعرفت السبب هو استروجين بروجستيرون تيستوستيرون يجب عمل هذه الهورمونات
زوجتي كانت تأخذ حبوب منع الحمل لها أشهر متوقفة عنها لكن هناك بعض الأشياء المتوقعة أن تؤدي إلى ألم نزول ,هناك بعض النساء ممن يستخدمون حبوب الحمل تؤثر عمل المبايض خصوصاً عند ولادتها وذلك بعدما ذكرت زوجتك بقلة النازل بغياب الدورة مواعيدها 6 أشهر توقف تناول الحبوب لأنه من المتوقع تضطرب دورة الدم أثناء حملها ولكن 
